Govindarajan,GST,Lentax Publication,2017,1111,1050
Sanjeev Malhotra,GST,Bloomsbury,2017,837,1295
S S Gupta,GST,Taxman Publication,2017,751,975
Dr. A P Philip,Value Added Tax,Soba Publication,2016,215,120
Dr. H C Malhotra & Prof. V P Agawal,Goods & Service Tax,Sahithya Bhawan Pubblication,2019,344,295
V S Datey,GST Ready Reckoner,Taxmann's,2021,1149,2100
