P G APTE,INTERNATIONAL FINANCIAL MANAGEMENT,MC GRAW HILL,2019,762,490
RAJIV SRIVASTAVA,INTERNATIONAL FINANCE,OXFORD UNIVERSITY PRESS,2018,736,720
V K BHALLA,INTERNATIONAL FINANCIAL MANAGEMENT,S CHAND,2020,1076,726
V SHARAN,INTERNATIONAL FINANCIAL MANAGEMENT,PHI LEARNING PVT.LTD,2020,558,379
S KEVIN,FUNDAMENTALS OF INTERNATIONAL FINANCIAL MANAGEMENT,PHI LEARNING PVT.LTD,2018,278,252
MAURICE D LEVI,INTERNATIONAL FINANCE,ROUTLEDGE NEPAL EDITION ,2009,582,
