SFA-76,1ST,73
SFA-77,1ST,74
SFA-78,1ST,74
SFA-79,5TH,75
SFA-80,6TH,75
SFA-81,6TH,75
SFA-82,5TH,76
SFA-83,,77
SFA-85,1ST,78
SFA-86,6TH,79
SFA-92,6TH,80
SFA-93,1ST,81
SFA-94,5TH,82
SFA-95,,83
SFA-99,5TH,84
SFA-100,9TH,85
SFA-104,2ND,86
SFA 459,1st,87
SFA 605,2nd,88
SFA 606,2nd,88
